year,state,code,source,generation,price,revenue
2018,Tennessee,TN,Natural Gas,13398703.0,0.012116040955631398,162.33923430034127
2018,Tennessee,TN,Petroleum,129555.0,0.03303754266211604,4.280178839590444
2018,Tennessee,TN,Solar Thermal and Photovoltaic,167594.0,0.222,37.205868
2018,Tennessee,TN,Other Biomass,87220.0,0.057,4.97154
2018,Tennessee,TN,Wind,41009.0,0.162,6.643458
2018,Texas,TX,Coal,111722643.0,0.007029011768374135,785.2997724408622
2018,Texas,TX,Hydroelectric Conventional,1126378.0,0.039,43.928742
2018,Texas,TX,Natural Gas,239713084.0,0.012116040955631398,2904.37354334471
2018,Texas,TX,Petroleum,129313.0,0.03303754266211604,4.272183754266211
2018,Texas,TX,Solar Thermal and Photovoltaic,3205647.0,0.222,711.653634
2018,Texas,TX,Other Biomass,585208.0,0.057,33.356856
2018,Texas,TX,Wind,75700434.0,0.162,12263.470308
2018,Utah,UT,Coal,25912474.0,0.007029011768374135,182.1390846936888
2018,Utah,UT,Geothermal,445737.0,0.072,32.093064
2018,Utah,UT,Hydroelectric Conventional,927097.0,0.039,36.156783
2018,Utah,UT,Natural Gas,8724119.0,0.012116040955631398,105.70178310580205
2018,Utah,UT,Petroleum,36574.0,0.03303754266211604,1.208315085324232
2018,Utah,UT,Solar Thermal and Photovoltaic,2223706.0,0.222,493.662732
2018,Utah,UT,Other Biomass,79460.0,0.057,4.52922
2018,Utah,UT,Wind,794555.0,0.162,128.71791
2018,Virginia,VA,Coal,9266276.0,0.007029011768374135,65.1327630530028
2018,Virginia,VA,Hydroelectric Conventional,1764860.0,0.039,68.82954
2018,Virginia,VA,Natural Gas,50160301.0,0.012116040955631398,607.7442612627985
2018,Virginia,VA,Petroleum,950411.0,0.03303754266211604,31.399243959044366
2018,Virginia,VA,Solar Thermal and Photovoltaic,763072.0,0.222,169.401984
2018,Virginia,VA,Other Biomass,1172015.0,0.057,66.804855
2018,Vermont,VT,Hydroelectric Conventional,1268189.0,0.039,49.459371
2018,Vermont,VT,Natural Gas,1797.0,0.012116040955631398,0.02177252559726962
2018,Vermont,VT,Petroleum,3132.0,0.03303754266211604,0.10347358361774743
2018,Vermont,VT,Solar Thermal and Photovoltaic,106740.0,0.222,23.69628
2018,Vermont,VT,Other Biomass,12053.0,0.057,0.687021
2018,Vermont,VT,Wind,373346.0,0.162,60.482052
2018,Washington,WA,Coal,5382866.0,0.007029011768374135,37.83622846158101
2018,Washington,WA,Hydroelectric Conventional,80883377.0,0.039,3154.451703
2018,Washington,WA,Natural Gas,10535078.0,0.012116040955631398,127.64343651877132
2018,Washington,WA,Petroleum,23656.0,0.03303754266211604,0.781536109215017
2018,Washington,WA,Solar Thermal and Photovoltaic,1695.0,0.222,0.37629
2018,Washington,WA,Other Biomass,231707.0,0.057,13.207299
2018,Washington,WA,Wind,7900094.0,0.162,1279.815228
2018,Wisconsin,WI,Coal,33322379.0,0.007029011768374135,234.22339414122314
2018,Wisconsin,WI,Hydroelectric Conventional,2392010.0,0.039,93.28839
2018,Wisconsin,WI,Natural Gas,16798656.0,0.012116040955631398,203.53320409556312
2018,Wisconsin,WI,Petroleum,137511.0,0.03303754266211604,4.543025529010239
2018,Wisconsin,WI,Solar Thermal and Photovoltaic,39682.0,0.222,8.809404
2018,Wisconsin,WI,Other Biomass,554039.0,0.057,31.580223
2018,Wisconsin,WI,Wind,1637658.0,0.162,265.300596
2018,West Virginia,WV,Coal,62038835.0,0.007029011768374135,436.0717013112212
2018,West Virginia,WV,Hydroelectric Conventional,1847643.0,0.039,72.058077
2018,West Virginia,WV,Natural Gas,1420390.0,0.012116040955631398,17.209503412969283
2018,West Virginia,WV,Petroleum,158885.0,0.03303754266211604,5.249169965870307
2018,West Virginia,WV,Wind,1769984.0,0.162,286.737408
2018,Wyoming,WY,Coal,39679287.0,0.007029011768374135,278.9061752836948
2018,Wyoming,WY,Hydroelectric Conventional,975702.0,0.039,38.052378
2018,Wyoming,WY,Natural Gas,896122.0,0.012116040955631398,10.857450853242321
2018,Wyoming,WY,Petroleum,40136.0,0.03303754266211604,1.3259948122866894
2018,Wyoming,WY,Solar Thermal and Photovoltaic,824.0,0.222,0.182928
2018,Wyoming,WY,Wind,4057158.0,0.162,657.259596
2019,Alaska,AK,Coal,683055.0,0.006892526102968812,4.707974417263362
2019,Alaska,AK,Hydroelectric Conventional,1623366.0,0.04,64.93464
2019,Alaska,AK,Natural Gas,2686990.0,0.009863481228668942,26.503075426621162
2019,Alaska,AK,Petroleum,901196.0,0.030955631399317406,27.89709119453925
2019,Alaska,AK,Other Biomass,37547.0,0.066,2.478102
2019,Alaska,AK,Wind,142591.0,0.138,19.677558
2019,Alabama,AL,Coal,26655068.0,0.006892526102968812,183.72075196640867
2019,Alabama,AL,Hydroelectric Conventional,11405216.0,0.04,456.20864
2019,Alabama,AL,Natural Gas,57197370.0,0.009863481228668942,564.1651853242321
2019,Alabama,AL,Petroleum,19920.0,0.030955631399317406,0.6166361774744027
2019,Alabama,AL,Solar Thermal and Photovoltaic,384939.0,0.273,105.08834700000001
2019,Alabama,AL,Other Biomass,40482.0,0.066,2.671812
2019,Arkansas,AR,Coal,23313201.0,0.006892526102968812,160.6868464362586
2019,Arkansas,AR,Hydroelectric Conventional,4134698.0,0.04,165.38792
2019,Arkansas,AR,Natural Gas,21772400.0,0.009863481228668942,214.75165870307166
2019,Arkansas,AR,Petroleum,47144.0,0.030955631399317406,1.4593722866894199
2019,Arkansas,AR,Solar Thermal and Photovoltaic,210333.0,0.273,57.42090900000001
2019,Arkansas,AR,Other Biomass,93083.0,0.066,6.143478
2019,Arizona,AZ,Coal,23217974.0,0.006892526102968812,160.0304918530512
2019,Arizona,AZ,Hydroelectric Conventional,6204439.0,0.04,248.17756
2019,Arizona,AZ,Natural Gas,46084367.0,0.009863481228668942,454.5522888395904
2019,Arizona,AZ,Petroleum,63748.0,0.030955631399317406,1.973359590443686
2019,Arizona,AZ,Solar Thermal and Photovoltaic,5278019.0,0.273,1440.899187
2019,Arizona,AZ,Other Biomass,30666.0,0.066,2.023956
2019,Arizona,AZ,Wind,554374.0,0.138,76.503612
2019,California,CA,Coal,240456.0,0.006892526102968812,1.6573492566154686
2019,California,CA,Geothermal,10914107.0,0.074,807.643918
2019,California,CA,Hydroelectric Conventional,38354769.0,0.04,1534.19076
2019,California,CA,Natural Gas,85840775.0,0.009863481228668942,846.6888728668941
2019,California,CA,Petroleum,50953.0,0.030955631399317406,1.5772822866894198
2019,California,CA,Solar Thermal and Photovoltaic,28331513.0,0.273,7734.503049000001
2019,California,CA,Other Biomass,2722625.0,0.066,179.69325
2019,California,CA,Wind,13735069.0,0.138,1895.4395220000004
2019,Colorado,CO,Coal,25320503.0,0.006892526102968812,174.52222786780013
2019,Colorado,CO,Hydroelectric Conventional,1811001.0,0.04,72.44004
2019,Colorado,CO,Natural Gas,17097116.0,0.009863481228668942,168.6370827303754
2019,Colorado,CO,Petroleum,7962.0,0.030955631399317406,0.24646873720136517
2019,Colorado,CO,Solar Thermal and Photovoltaic,1218220.0,0.273,332.57406
2019,Colorado,CO,Other Biomass,73515.0,0.066,4.85199
2019,Colorado,CO,Wind,10852376.0,0.138,1497.6278880000002
2019,Connecticut,CT,Coal,53052.0,0.006892526102968812,0.3656622948147014
2019,Connecticut,CT,Hydroelectric Conventional,427917.0,0.04,17.11668
2019,Connecticut,CT,Natural Gas,21343095.0,0.009863481228668942,210.51721689419793
2019,Connecticut,CT,Petroleum,12196.0,0.030955631399317406,0.37753488054607504
2019,Connecticut,CT,Solar Thermal and Photovoltaic,138453.0,0.273,37.797669
2019,Connecticut,CT,Other Biomass,480951.0,0.066,31.742766
2019,Connecticut,CT,Wind,12215.0,0.138,1.6856700000000002
2019,District of Columbia,DC,Natural Gas,110123.0,0.009863481228668942,1.0861961433447098
2019,District of Columbia,DC,Petroleum,0.0,0.030955631399317406,0.0
2019,District of Columbia,DC,Solar Thermal and Photovoltaic,8829.0,0.273,2.410317
2019,District of Columbia,DC,Other Biomass,55128.0,0.066,3.638448
2019,Delaware,DE,Coal,119120.0,0.006892526102968812,0.8210377093856449
2019,Delaware,DE,Natural Gas,4806239.0,0.009863481228668942,47.40624815699658
2019,Delaware,DE,Petroleum,18718.0,0.030955631399317406,0.5794275085324232
2019,Delaware,DE,Solar Thermal and Photovoltaic,53807.0,0.273,14.689311000000002
2019,Delaware,DE,Other Biomass,61389.0,0.066,4.051674
2019,Delaware,DE,Wind,5270.0,0.138,0.7272600000000001
2019,Florida,FL,Coal,21248194.0,0.006892526102968812,146.4537317859453
2019,Florida,FL,Hydroelectric Conventional,209882.0,0.04,8.39528
2019,Florida,FL,Natural Gas,182006842.0,0.009863481228668942,1795.221069556314
2019,Florida,FL,Petroleum,1525284.0,0.030955631399317406,47.21612928327645
2019,Florida,FL,Solar Thermal and Photovoltaic,3901445.0,0.273,1065.094485
2019,Florida,FL,Other Biomass,2156182.0,0.066,142.308012
2019,Georgia,GA,Coal,25245308.0,0.006892526102968812,174.00394436748738
2019,Georgia,GA,Hydroelectric Conventional,3956224.0,0.04,158.24896
2019,Georgia,GA,Natural Gas,58619997.0,0.009863481228668942,578.1972400341298
2019,Georgia,GA,Petroleum,247308.0,0.030955631399317406,7.655575290102389
2019,Georgia,GA,Solar Thermal and Photovoltaic,2160770.0,0.273,589.89021
2019,Georgia,GA,Other Biomass,318140.0,0.066,20.99724
2019,Hawaii,HI,Coal,1301946.0,0.006892526102968812,8.973696789655833
2019,Hawaii,HI,Geothermal,0.0,0.074,0.0
2019,Hawaii,HI,Hydroelectric Conventional,94542.0,0.04,3.78168
2019,Hawaii,HI,Petroleum,6864169.0,0.030955631399317406,212.48468542662116
2019,Hawaii,HI,Solar Thermal and Photovoltaic,268138.0,0.273,73.201674
2019,Hawaii,HI,Other Biomass,291542.0,0.066,19.241772
2019,Hawaii,HI,Wind,529310.0,0.138,73.04478
2019,Iowa,IA,Coal,22159203.0,0.006892526102968812,152.73288509848481
2019,Iowa,IA,Hydroelectric Conventional,796268.0,0.04,31.85072
2019,Iowa,IA,Natural Gas,7781686.0,0.009863481228668942,76.7545137883959
2019,Iowa,IA,Petroleum,140758.0,0.030955631399317406,4.357252764505119
2019,Iowa,IA,Solar Thermal and Photovoltaic,15436.0,0.273,4.214028
2019,Iowa,IA,Other Biomass,203122.0,0.066,13.406052
2019,Iowa,IA,Wind,26304990.0,0.138,3630.0886200000004
2019,Idaho,ID,Coal,21008.0,0.006892526102968812,0.1447981883711688
2019,Idaho,ID,Geothermal,95614.0,0.074,7.075436
2019,Idaho,ID,Hydroelectric Conventional,10333235.0,0.04,413.3294
2019,Idaho,ID,Natural Gas,4266684.0,0.009863481228668942,42.08435754266211
2019,Idaho,ID,Petroleum,231.0,0.030955631399317406,0.0071507508532423205
2019,Idaho,ID,Solar Thermal and Photovoltaic,556839.0,0.273,152.017047
2019,Idaho,ID,Other Biomass,113266.0,0.066,7.475556
2019,Idaho,ID,Wind,2550811.0,0.138,352.011918
2019,Illinois,IL,Coal,48788322.0,0.006892526102968812,336.2747829050475
2019,Illinois,IL,Hydroelectric Conventional,123811.0,0.04,4.95244
2019,Illinois,IL,Natural Gas,21345588.0,0.009863481228668942,210.54180655290102
2019,Illinois,IL,Petroleum,43556.0,0.030955631399317406,1.348303481228669
2019,Illinois,IL,Solar Thermal and Photovoltaic,61962.0,0.273,16.915626
2019,Illinois,IL,Other Biomass,412148.0,0.066,27.201768
2019,Illinois,IL,Wind,14459597.0,0.138,1995.4243860000001
2019,Indiana,IN,Coal,60761806.0,0.006892526102968812,418.8023339185269
2019,Indiana,IN,Hydroelectric Conventional,255983.0,0.04,10.23932
2019,Indiana,IN,Natural Gas,32041895.0,0.009863481228668942,316.04462986348125
2019,Indiana,IN,Petroleum,126745.0,0.030955631399317406,3.9234715017064845
2019,Indiana,IN,Solar Thermal and Photovoltaic,322601.0,0.273,88.070073
2019,Indiana,IN,Other Biomass,462739.0,0.066,30.540774
2019,Indiana,IN,Wind,6216030.0,0.138,857.8121400000001
2019,Kansas,KS,Coal,17314601.0,0.006892526102968812,119.34133935498988
2019,Kansas,KS,Hydroelectric Conventional,20473.0,0.04,0.81892
2019,Kansas,KS,Natural Gas,3024463.0,0.009863481228668942,29.831734027303757
2019,Kansas,KS,Petroleum,78140.0,0.030955631399317406,2.418873037542662
2019,Kansas,KS,Solar Thermal and Photovoltaic,11323.0,0.273,3.091179
2019,Kansas,KS,Other Biomass,62723.0,0.066,4.139718
2019,Kansas,KS,Wind,21123539.0,0.138,2915.0483820000004
2019,Kentucky,KY,Coal,51714430.0,0.006892526102968812,356.44305867515345
2019,Kentucky,KY,Hydroelectric Conventional,4231542.0,0.04,169.26168
2019,Kentucky,KY,Natural Gas,15341467.0,0.009863481228668942,151.32027177474404
2019,Kentucky,KY,Petroleum,50359.0,0.030955631399317406,1.5588946416382252
2019,Kentucky,KY,Solar Thermal and Photovoltaic,44999.0,0.273,12.284727
2019,Kentucky,KY,Other Biomass,97941.0,0.066,6.464106
2019,Louisiana,LA,Coal,7418814.0,0.006892526102968812,51.13436914807046
2019,Louisiana,LA,Hydroelectric Conventional,1365664.0,0.04,54.62656
2019,Louisiana,LA,Natural Gas,69522954.0,0.009863481228668942,685.7383517406143
2019,Louisiana,LA,Petroleum,3188535.0,0.030955631399317406,98.70311416382253
2019,Louisiana,LA,Solar Thermal and Photovoltaic,1506.0,0.273,0.41113800000000006
2019,Louisiana,LA,Other Biomass,83394.0,0.066,5.504004
2019,Massachusetts,MA,Coal,0.0,0.006892526102968812,0.0
2019,Massachusetts,MA,Hydroelectric Conventional,975560.0,0.04,39.0224
2019,Massachusetts,MA,Natural Gas,15406573.0,0.009863481228668942,151.96244358361776
2019,Massachusetts,MA,Petroleum,103610.0,0.030955631399317406,3.2073129692832767
2019,Massachusetts,MA,Solar Thermal and Photovoltaic,1163776.0,0.273,317.710848
2019,Massachusetts,MA,Other Biomass,912118.0,0.066,60.199788
2019,Massachusetts,MA,Wind,210817.0,0.138,29.092746000000005
2019,Maryland,MD,Coal,5721573.0,0.006892526102968812,39.43609125254157
2019,Maryland,MD,Hydroelectric Conventional,2188051.0,0.04,87.52204
2019,Maryland,MD,Natural Gas,14605261.0,0.009863481228668942,144.05871771331056
2019,Maryland,MD,Petroleum,67269.0,0.030955631399317406,2.0823543686006825
2019,Maryland,MD,Solar Thermal and Photovoltaic,494311.0,0.273,134.946903
2019,Maryland,MD,Other Biomass,330379.0,0.066,21.805014
2019,Maryland,MD,Wind,520269.0,0.138,71.797122
2019,Maine,ME,Coal,71054.0,0.006892526102968812,0.48974154972034595
2019,Maine,ME,Hydroelectric Conventional,3499341.0,0.04,139.97364
2019,Maine,ME,Natural Gas,1797271.0,0.009863481228668942,17.72734877133106
2019,Maine,ME,Petroleum,34703.0,0.030955631399317406,1.074253276450512
2019,Maine,ME,Solar Thermal and Photovoltaic,7050.0,0.273,1.9246500000000002
2019,Maine,ME,Other Biomass,121197.0,0.066,7.999002
2019,Maine,ME,Wind,2493932.0,0.138,344.162616
2019,Michigan,MI,Coal,37341489.0,0.006892526102968812,257.37718765622276
2019,Michigan,MI,Hydroelectric Conventional,1649789.0,0.04,65.99156
2019,Michigan,MI,Natural Gas,34429525.0,0.009863481228668942,339.5949735494881
2019,Michigan,MI,Petroleum,915188.0,0.030955631399317406,28.330222389078497
2019,Michigan,MI,Solar Thermal and Photovoltaic,142961.0,0.273,39.028353
2019,Michigan,MI,Other Biomass,915104.0,0.066,60.396864
2019,Michigan,MI,Wind,5825705.0,0.138,803.9472900000001
2019,Minnesota,MN,Coal,17804538.0,0.006892526102968812,122.71824291630011
2019,Minnesota,MN,Hydroelectric Conventional,1056034.0,0.04,42.24136
2019,Minnesota,MN,Natural Gas,12607035.0,0.009863481228668942,124.34925307167235
2019,Minnesota,MN,Petroleum,50645.0,0.030955631399317406,1.56774795221843
2019,Minnesota,MN,Solar Thermal and Photovoltaic,1248833.0,0.273,340.931409
2019,Minnesota,MN,Other Biomass,350844.0,0.066,23.155704
2019,Minnesota,MN,Wind,10964869.0,0.138,1513.1519220000002
2019,Missouri,MO,Coal,55686285.0,0.006892526102968812,383.8191729398606
2019,Missouri,MO,Hydroelectric Conventional,2215998.0,0.04,88.63992
2019,Missouri,MO,Natural Gas,7674804.0,0.009863481228668942,75.7002851877133
2019,Missouri,MO,Petroleum,97145.0,0.030955631399317406,3.0071848122866895
2019,Missouri,MO,Solar Thermal and Photovoltaic,99782.0,0.273,27.240486000000004
2019,Missouri,MO,Other Biomass,76243.0,0.066,5.032038
2019,Missouri,MO,Wind,2857890.0,0.138,394.38882000000007
2019,Mississippi,MS,Coal,4414340.0,0.006892526102968812,30.425953677379344
2019,Mississippi,MS,Natural Gas,48780505.0,0.009863481228668942,481.1455953924915
2019,Mississippi,MS,Petroleum,13703.0,0.030955631399317406,0.4241850170648464
2019,Mississippi,MS,Solar Thermal and Photovoltaic,322340.0,0.273,87.99882
2019,Mississippi,MS,Other Biomass,16978.0,0.066,1.120548
2019,Montana,MT,Coal,14100662.0,0.006892526102968812,97.18918090414041
2019,Montana,MT,Hydroelectric Conventional,10004523.0,0.04,400.18092
2019,Montana,MT,Natural Gas,507213.0,0.009863481228668942,5.0028859044368605
2019,Montana,MT,Petroleum,464604.0,0.030955631399317406,14.382110170648465
2019,Montana,MT,Solar Thermal and Photovoltaic,29393.0,0.273,8.024289000000001
2019,Montana,MT,Wind,2373356.0,0.138,327.523128
2019,North Carolina,NC,Coal,30672101.0,0.006892526102968812,211.40825677539578
2019,North Carolina,NC,Hydroelectric Conventional,6185746.0,0.04,247.42984
2019,North Carolina,NC,Natural Gas,41146865.0,0.009863481228668942,405.85133054607513
2019,North Carolina,NC,Petroleum,192132.0,0.030955631399317406,5.947567372013652
2019,North Carolina,NC,Solar Thermal and Photovoltaic,7451338.0,0.273,2034.2152740000001
2019,North Carolina,NC,Other Biomass,671059.0,0.066,44.289894
2019,North Carolina,NC,Wind,523139.0,0.138,72.193182
2019,North Dakota,ND,Coal,25151437.0,0.006892526102968812,173.3569360496756
2019,North Dakota,ND,Hydroelectric Conventional,3179292.0,0.04,127.17168
2019,North Dakota,ND,Natural Gas,1470585.0,0.009863481228668942,14.505087542662116
2019,North Dakota,ND,Petroleum,33587.0,0.030955631399317406,1.0397067918088738
2019,North Dakota,ND,Other Biomass,185.0,0.066,0.01221
2019,North Dakota,ND,Wind,11213025.0,0.138,1547.3974500000002
2019,Nebraska,NE,Coal,20385423.0,0.006892526102968812,140.50706014756076
2019,Nebraska,NE,Hydroelectric Conventional,1340252.0,0.04,53.61008
2019,Nebraska,NE,Natural Gas,1276856.0,0.009863481228668942,12.59424518771331
2019,Nebraska,NE,Petroleum,16168.0,0.030955631399317406,0.5004906484641638
2019,Nebraska,NE,Solar Thermal and Photovoltaic,31706.0,0.273,8.655738
2019,Nebraska,NE,Other Biomass,84518.0,0.066,5.578188
2019,Nebraska,NE,Wind,7211092.0,0.138,995.1306960000002
2019,New Hampshire,NH,Coal,343015.0,0.006892526102968812,2.364239841209847
2019,New Hampshire,NH,Hydroelectric Conventional,1462043.0,0.04,58.48172
2019,New Hampshire,NH,Natural Gas,3582516.0,0.009863481228668942,35.33607931740614
2019,New Hampshire,NH,Petroleum,30090.0,0.030955631399317406,0.9314549488054608
2019,New Hampshire,NH,Other Biomass,133286.0,0.066,8.796876
2019,New Hampshire,NH,Wind,433405.0,0.138,59.80989000000001
2019,New Jersey,NJ,Coal,1041529.0,0.006892526102968812,7.178765819499004
2019,New Jersey,NJ,Hydroelectric Conventional,26468.0,0.04,1.05872
2019,New Jersey,NJ,Natural Gas,40449133.0,0.009863481228668942,398.9692640614334
2019,New Jersey,NJ,Petroleum,142423.0,0.030955631399317406,4.408793890784983
2019,New Jersey,NJ,Solar Thermal and Photovoltaic,1164721.0,0.273,317.968833
2019,New Jersey,NJ,Other Biomass,796907.0,0.066,52.595862
2019,New Jersey,NJ,Wind,21996.0,0.138,3.0354480000000006
2019,New Mexico,NM,Coal,14691665.0,0.006892526102968812,101.26268450857329
2019,New Mexico,NM,Geothermal,58102.0,0.074,4.299548
2019,New Mexico,NM,Hydroelectric Conventional,158180.0,0.04,6.3272
2019,New Mexico,NM,Natural Gas,11803192.0,0.009863481228668942,116.42056273037542
2019,New Mexico,NM,Petroleum,183601.0,0.030955631399317406,5.683484880546075
2019,New Mexico,NM,Solar Thermal and Photovoltaic,1365900.0,0.273,372.8907
2019,New Mexico,NM,Other Biomass,22582.0,0.066,1.490412
2019,New Mexico,NM,Wind,6892087.0,0.138,951.1080060000002
2019,Nevada,NV,Coal,2735457.0,0.006892526102968812,18.854208776048758
2019,Nevada,NV,Geothermal,3909124.0,0.074,289.275176
2019,Nevada,NV,Hydroelectric Conventional,2242057.0,0.04,89.68228
2019,Nevada,NV,Natural Gas,25774966.0,0.009863481228668942,254.2308933105802
2019,Nevada,NV,Petroleum,12345.0,0.030955631399317406,0.38214726962457335
2019,Nevada,NV,Solar Thermal and Photovoltaic,4810511.0,0.273,1313.269503
2019,Nevada,NV,Other Biomass,54282.0,0.066,3.582612
2019,Nevada,NV,Wind,329399.0,0.138,45.45706200000001
2019,New York,NY,Coal,421951.0,0.006892526102968812,2.908308281673793
2019,New York,NY,Hydroelectric Conventional,30620895.0,0.04,1224.8358
2019,New York,NY,Natural Gas,47612134.0,0.009863481228668942,469.6213899658703
2019,New York,NY,Petroleum,511768.0,0.030955631399317406,15.842101569965871
2019,New York,NY,Solar Thermal and Photovoltaic,523640.0,0.273,142.95372
2019,New York,NY,Other Biomass,1473751.0,0.066,97.267566
2019,New York,NY,Wind,4455881.0,0.138,614.911578
2019,Ohio,OH,Coal,46764529.0,0.006892526102968812,322.325736825542
2019,Ohio,OH,Hydroelectric Conventional,402631.0,0.04,16.10524
2019,Ohio,OH,Natural Gas,51325454.0,0.009863481228668942,506.24765208191127
2019,Ohio,OH,Petroleum,844494.0,0.030955631399317406,26.141844982935154
2019,Ohio,OH,Solar Thermal and Photovoltaic,141567.0,0.273,38.647791
2019,Ohio,OH,Other Biomass,444247.0,0.066,29.320302
2019,Ohio,OH,Wind,2042913.0,0.138,281.921994
2019,Oklahoma,OK,Coal,7826057.0,0.006892526102968812,53.941302155821795
2019,Oklahoma,OK,Hydroelectric Conventional,3903231.0,0.04,156.12924
2019,Oklahoma,OK,Natural Gas,44187963.0,0.009863481228668942,435.84714358361776
2019,Oklahoma,OK,Petroleum,17504.0,0.030955631399317406,0.5418473720136519
2019,Oklahoma,OK,Solar Thermal and Photovoltaic,59623.0,0.273,16.277079
2019,Oklahoma,OK,Other Biomass,74815.0,0.066,4.93779
2019,Oklahoma,OK,Wind,29008131.0,0.138,4003.1220780000003
2019,Oregon,OR,Coal,2569160.0,0.006892526102968812,17.708002362703354
2019,Oregon,OR,Geothermal,185456.0,0.074,13.723744
2019,Oregon,OR,Hydroelectric Conventional,30322003.0,0.04,1212.88012
2019,Oregon,OR,Natural Gas,20932334.0,0.009863481228668942,206.46568348122864
2019,Oregon,OR,Petroleum,6623.0,0.030955631399317406,0.20501914675767918
2019,Oregon,OR,Solar Thermal and Photovoltaic,676337.0,0.273,184.640001
2019,Oregon,OR,Other Biomass,324451.0,0.066,21.413766
2019,Oregon,OR,Wind,6568889.0,0.138,906.5066820000001
2019,Pennsylvania,PA,Coal,37928930.0,0.006892526102968812,261.42614008267685
2019,Pennsylvania,PA,Hydroelectric Conventional,3503123.0,0.04,140.12492
2019,Pennsylvania,PA,Natural Gas,98040344.0,0.009863481228668942,967.0190926962457
2019,Pennsylvania,PA,Petroleum,185321.0,0.030955631399317406,5.736728566552901
2019,Pennsylvania,PA,Solar Thermal and Photovoltaic,82784.0,0.273,22.600032
2019,Pennsylvania,PA,Other Biomass,1673081.0,0.066,110.423346
2019,Pennsylvania,PA,Wind,3250499.0,0.138,448.5688620000001
2019,Rhode Island,RI,Coal,0.0,0.006892526102968812,0.0
2019,Rhode Island,RI,Hydroelectric Conventional,3640.0,0.04,0.1456
2019,Rhode Island,RI,Natural Gas,7141026.0,0.009863481228668942,70.43537590443685
2019,Rhode Island,RI,Petroleum,11033.0,0.030955631399317406,0.34153348122866894
2019,Rhode Island,RI,Solar Thermal and Photovoltaic,54713.0,0.273,14.936649000000003
2019,Rhode Island,RI,Other Biomass,207796.0,0.066,13.714536
2019,Rhode Island,RI,Wind,206195.0,0.138,28.454910000000005
2019,South Carolina,SC,Coal,14861495.0,0.006892526102968812,102.4332422166405
2019,South Carolina,SC,Hydroelectric Conventional,2976187.0,0.04,119.04748
2019,South Carolina,SC,Natural Gas,23925645.0,0.009863481228668942,235.99015034129692
2019,South Carolina,SC,Petroleum,78572.0,0.030955631399317406,2.432245870307167
2019,South Carolina,SC,Solar Thermal and Photovoltaic,858546.0,0.273,234.38305800000003
2019,South Carolina,SC,Other Biomass,129411.0,0.066,8.541126
2019,South Dakota,SD,Coal,2617071.0,0.006892526102968812,18.038230180822694
2019,South Dakota,SD,Hydroelectric Conventional,7915155.0,0.04,316.6062
2019,South Dakota,SD,Natural Gas,1169625.0,0.009863481228668942,11.536574232081911
2019,South Dakota,SD,Petroleum,13638.0,0.030955631399317406,0.42217290102389077
2019,South Dakota,SD,Solar Thermal and Photovoltaic,1829.0,0.273,0.49931700000000007
2019,South Dakota,SD,Other Biomass,0.0,0.066,0.0
2019,South Dakota,SD,Wind,2789329.0,0.138,384.9274020000001
2019,Tennessee,TN,Coal,18692168.0,0.006892526102968812,128.8362558610783
2019,Tennessee,TN,Hydroelectric Conventional,10129824.0,0.04,405.19296
2019,Tennessee,TN,Natural Gas,16955153.0,0.009863481228668942,167.2368333447099
2019,Tennessee,TN,Petroleum,139600.0,0.030955631399317406,4.32140614334471
2019,Tennessee,TN,Solar Thermal and Photovoltaic,326324.0,0.273,89.086452
2019,Tennessee,TN,Other Biomass,88264.0,0.066,5.825424
2019,Tennessee,TN,Wind,37976.0,0.138,5.240688
2019,Texas,TX,Coal,91816735.0,0.006892526102968812,632.8492426768701
2019,Texas,TX,Hydroelectric Conventional,1475491.0,0.04,59.01964
2019,Texas,TX,Natural Gas,255630021.0,0.009863481228668942,2521.401913617747
2019,Texas,TX,Petroleum,154483.0,0.030955631399317406,4.782118805460751
2019,Texas,TX,Solar Thermal and Photovoltaic,4365125.0,0.273,1191.679125
2019,Texas,TX,Other Biomass,419163.0,0.066,27.664758
2019,Texas,TX,Wind,83620371.0,0.138,11539.611198000002
2019,Utah,UT,Coal,25241026.0,0.006892526102968812,173.97443057071445
2019,Utah,UT,Geothermal,310314.0,0.074,22.963236
2019,Utah,UT,Hydroelectric Conventional,875111.0,0.04,35.00444
2019,Utah,UT,Natural Gas,9369352.0,0.009863481228668942,92.41442757679181
2019,Utah,UT,Petroleum,39777.0,0.030955631399317406,1.2313221501706484
2019,Utah,UT,Solar Thermal and Photovoltaic,2186424.0,0.273,596.893752
2019,Utah,UT,Other Biomass,70736.0,0.066,4.668576
2019,Utah,UT,Wind,818684.0,0.138,112.97839200000001
2019,Virginia,VA,Coal,3418111.0,0.006892526102968812,23.559419290344827
2019,Virginia,VA,Hydroelectric Conventional,1519283.0,0.04,60.77132
2019,Virginia,VA,Natural Gas,57985151.0,0.009863481228668942,571.9354484300342
2019,Virginia,VA,Petroleum,257963.0,0.030955631399317406,7.985407542662116
2019,Virginia,VA,Solar Thermal and Photovoltaic,949111.0,0.273,259.107303
2019,Virginia,VA,Other Biomass,1081713.0,0.066,71.393058
2019,Vermont,VT,Hydroelectric Conventional,1337017.0,0.04,53.48068
2019,Vermont,VT,Natural Gas,1851.0,0.009863481228668942,0.01825730375426621
2019,Vermont,VT,Petroleum,1029.0,0.030955631399317406,0.03185334470989761
